"","SuccessLoc1","SuccessIntCon1","SuccessStab1","SuccessIntCon2","SuccessExtCon1","SuccessLoc2","SuccessStab2","SuccessExtCon2","SuccessLoc3","SuccessIntCon3","SuccessStab3","SuccessExtCon3","FailLoc1","FailIntCon1","FailStab1","FailIntCon2","FailExtCon1","FailLoc2","FailStab2","FailExtCon2","FailLoc3","FailIntCon3","FailStab3","FailExtCon3","Success_Locus_Total","Success_Int_Cont_Total","Success_Ext_Cont_Total","Success_Stability_Total","Failure_Locus_Total","Failure_Int_Cont_Total","Failure_Ext_Cont_Total","Failure_Stability_Total","Size_of_Program","Public_vs_Private","Number_of_Ensembles","Years_at_School","Degree_Earned","School_Level","Reported_Gender","Reported_Race","Z_Score_Failure_Locus","Z_Score_Failure_Int_Cont","Z_Score_Failure_Ext_Cont","Z_Score_Failure_Stability","Z_Score_Success_Locus","Z_Score_Success_Int_Cont","Z_Score_Success_Ext_Cont","Z_Score_Success_Stability","Z_Score_Ensembles","Z_Score_Years_at_School"
"111",5,8,4,8,6,8,7,7,3,8,3,7,7,7,2,8,7,7,3,8,8,8,2,8,16,24,20,11,22,23,23,5,"50–100","Public",3,5,"Multiple Reported","High School","Male","Only Marked ""White""",1.56934758873589,1.14555893668718,1.09204565892564,-0.290930719252875,0.21989225628655,1.19417015661245,0.526258782465069,0.334502613177706,0.204055501856759,-0.61578605289282
"112",1,5,6,7,8,8,5,8,2,9,2,5,7,7,3,7,8,5,3,8,5,9,1,8,11,21,21,11,17,23,24,6,"50–100","Private",3,10,"Music Education","High School","Female","Only Marked ""White""",0.782789823673182,1.14555893668718,1.27909347948008,0.0395824107827039,-0.811624788653165,0.433000629306041,0.744336243188807,0.334502613177706,0.204055501856759,-0.00872424159942593
"113",5,4,3,4,6,4,3,6,4,7,2,6,3,3,2,3,5,2,2,3,2,4,4,4,13,15,18,6,7,10,12,4,"151+","Public",3,9,"Multiple Reported","K-8","Female","Only Marked ""White""",-0.790325706452226,-0.797416416084589,-0.965480367173232,-0.621443849288453,-0.399017970677279,-1.08933842530678,0.0901038610175923,-0.995543491600314,0.204055501856759,-0.130136603858105
"114",2,4,4,4,5,2,3,6,4,7,2,6,3,3,2,7,6,5,1,8,3,7,1,9,8,15,17,7,11,17,23,3,"100–150","Public",4,5,"Music Education","High School","Female","Only Marked ""White""",-0.161079494402063,0.248801081561746,1.09204565892564,-0.951956979324031,-1.43053501561699,-1.08933842530678,-0.127973599706146,-0.72953427064471,0.929103774411627,-0.61578605289282
"115",5,4,4,5,7,6,5,5,4,7,3,7,6,6,4,6,6,5,4,7,6,7,4,4,15,16,19,9,17,19,17,8,"Less than 50 students","Public",2,1,"Non-Music Ed","University/4-Yr","Female","Only Marked ""White""",0.782789823673182,0.547720366603556,-0.0302412644010174,0.700608670853861,0.0135888472986069,-0.835615249537975,0.308181321741331,-0.197515828733502,-0.520992770698108,-1.10143550192753
"116",7,8,7,9,9,7,5,9,8,8,3,7,3,3,3,3,7,3,3,7,2,5,2,7,22,25,25,12,8,11,21,6,"50–100","Public",1,6,"Non-Music Ed","University/4-Yr","Male","Only Marked ""White""",-0.633014153439685,-0.647956773563684,0.717950017816754,0.0395824107827039,1.45771271021421,1.44789333238125,1.61664608608376,0.60051183413331,-1.24604104325298,-0.494373690634141
"117",1,4,4,7,7,5,4,8,3,8,3,5,2,2,2,2,8,2,2,8,2,2,2,7,9,19,20,8,6,6,23,4,"50–100","Public",3,7,"Music Education","More Than One Level","Female","Only Marked ""White""",-0.947637259464767,-1.39525498616821,1.09204565892564,-0.621443849288453,-1.22423160662905,-0.0744457222315651,0.526258782465069,-0.463525049689106,0.204055501856759,-0.372961328375462
"118",5,2,2,7,2,1,3,7,2,3,4,2,2,1,1,5,9,1,1,9,1,8,2,7,8,12,11,5,4,14,25,2,"Less than 50 students","Public",1,1,"Music Education","More Than One Level","Female","Only Marked ""White""",-1.26226036548985,-0.199577846000969,1.46614130003453,-1.28247010935961,-1.43053501561699,-1.85050795261319,-1.43643836404858,-1.26155271255592,-1.24604104325298,-1.10143550192753
"119",7,7,7,7,8,7,8,8,6,7,2,7,3,1,7,1,8,2,3,8,2,2,1,2,20,21,23,15,7,4,18,10,"50–100","Private",2,22,"Music Education","University/4-Yr","Male","Only Marked ""White""",-0.790325706452226,-1.69417427121002,0.156806556153426,1.36163493092502,1.04510589223832,0.433000629306041,1.18049116463628,1.39853949700012,-0.520992770698108,1.44822410550472
"120",5,5,2,4,3,5,3,7,5,6,2,7,4,5,2,5,5,5,4,6,5,5,4,4,15,15,17,5,14,15,15,6,"100–150","Public",4,12,"Music Education","More Than One Level","Male","",0.31085516463556,-0.050118203480064,-0.404336905509903,0.0395824107827039,0.0135888472986069,-1.08933842530678,-0.127973599706146,-1.26155271255592,0.929103774411627,0.234100482917932
"121",2,6,6,4,8,2,3,8,2,6,3,7,8,6,2,3,7,3,9,7,3,7,7,3,6,16,23,9,14,16,17,11,"50–100","Public",3,11,"Multiple Reported","High School","Female","Only Marked ""White""",0.31085516463556,0.0993414390408411,-0.0302412644010174,1.6921480609606,-1.84314183359288,-0.835615249537975,1.18049116463628,-0.197515828733502,0.204055501856759,0.112688120659253
"122",5,4,3,3,6,6,4,7,5,7,4,6,3,3,3,3,7,3,4,7,2,3,4,7,16,14,19,7,8,9,21,7,"100–150","Public",4,20,"Multiple Reported","High School","Male","Only Marked ""White""",-0.633014153439685,-0.946876058605494,0.717950017816754,0.370095540818282,0.21989225628655,-1.34306160107558,0.308181321741331,-0.72953427064471,0.929103774411627,1.20539938098736
"123",1,9,9,9,5,5,9,5,5,9,1,5,8,8,5,8,5,8,1,5,5,9,5,5,11,27,15,18,21,25,15,6,"100–150","Public",2,19,"Music Education","K-8","Female","Only Marked ""White""",1.41203603572335,1.44447822172899,-0.404336905509903,0.0395824107827039,-0.811624788653165,1.95533968391886,-0.564128521153623,2.19656715986693,-0.520992770698108,1.08398701872868
"124",4,7,6,7,3,8,4,6,7,8,4,6,3,3,8,3,7,1,6,9,2,7,4,6,19,22,15,10,6,13,22,14,"Less than 50 students","Public",3,2,"Music Education","High School","Male","Only Marked ""White""",-0.947637259464767,-0.349037488521874,0.904997838371198,2.68368745106733,0.838802483250378,0.686723805074844,-0.564128521153623,0.0684933922221019,0.204055501856759,-0.980023139668856
"125",4,7,5,7,7,6,3,8,5,8,4,7,4,5,3,6,6,5,3,7,3,8,2,7,15,22,22,8,12,19,20,6,"Less than 50 students","Public",1,4,"Music Education","High School","Female","Only Marked ""White""",-0.0037679413895219,0.547720366603556,0.530902197262312,0.0395824107827039,0.0135888472986069,0.686723805074844,0.962413703912546,-0.463525049689106,-1.24604104325298,-0.737198415151499
"126",9,9,7,7,4,9,7,7,8,9,4,3,5,4,1,3,7,4,3,4,1,5,4,6,26,25,14,14,10,12,17,4,"50–100","Public",2,13,"Multiple Reported","High School","Female","Only Marked ""White""",-0.318391047414604,-0.498497131042779,-0.0302412644010174,-0.621443849288453,2.28292634616598,1.44789333238125,-0.782205981877361,1.13253027604452,-0.520992770698108,0.35551284517661
"127",8,7,3,8,8,4,2,7,6,6,2,7,3,5,1,7,7,2,1,7,2,7,3,7,18,21,22,5,7,19,21,2,"151+","Public",4,16,"Music Education","High School","Female","Only Marked ""White""",-0.790325706452226,0.547720366603556,0.717950017816754,-1.28247010935961,0.632499074262435,0.433000629306041,0.962413703912546,-1.26155271255592,0.929103774411627,0.719749931952647
"128",7,7,6,4,5,5,7,2,6,6,3,3,9,1,7,8,7,9,5,8,6,6,3,7,18,17,10,13,24,15,22,12,"50–100","Public",4,28,"Multiple Reported","K-8","","",1.88397069476097,-0.050118203480064,0.904997838371198,2.02266119099617,0.632499074262435,-0.581892073769172,-1.65451582477231,0.866521055088914,0.929103774411627,2.17669827905679
"129",4,5,3,4,7,5,4,4,6,4,2,3,7,4,4,4,6,2,6,6,7,7,3,7,15,13,14,7,16,15,19,10,"151+","Public",3,21,"Music Education","High School","Female","Only Marked ""White""",0.625478270660641,-0.050118203480064,0.343854376707869,1.36163493092502,0.0135888472986069,-1.59678477684438,-0.782205981877361,-0.72953427064471,0.204055501856759,1.32681174324604
"130",5,6,3,5,7,7,6,7,7,7,5,5,2,2,3,2,7,3,2,5,2,6,4,7,19,18,19,9,7,10,19,5,"Less than 50 students","Public",1,3,"Multiple Reported","More Than One Level","Female","Only Marked ""White""",-0.790325706452226,-0.797416416084589,0.343854376707869,-0.290930719252875,0.838802483250378,-0.328168898000368,0.308181321741331,-0.197515828733502,-1.24604104325298,-0.858610777410177
"131",5,9,8,8,8,8,8,8,6,8,2,8,3,6,1,9,8,5,8,8,2,8,2,9,19,25,24,16,10,23,25,9,"Less than 50 students","Private",2,1,"Multiple Reported","More Than One Level","Female","Only Marked ""White""",-0.318391047414604,1.14555893668718,1.46614130003453,1.03112180088944,0.838802483250378,1.44789333238125,1.39856862536002,1.66454871795573,-0.520992770698108,-1.10143550192753
"132",4,8,5,7,4,5,5,7,5,5,3,6,1,3,2,6,5,5,3,5,1,5,5,5,14,20,17,10,7,14,15,5,"151+","Public",4,4,"Music Education","High School","Female","Only Marked ""White""",-0.790325706452226,-0.199577846000969,-0.404336905509903,-0.290930719252875,-0.192714561689336,0.179277453537238,-0.127973599706146,0.0684933922221019,0.929103774411627,-0.737198415151499
"133",4,7,7,7,7,7,3,7,4,9,4,1,5,7,3,7,7,7,3,7,5,7,3,1,15,23,15,10,17,21,15,6,"50–100","Public",1,13,"Music Education","More Than One Level","Female","Only Marked ""White""",0.782789823673182,0.846639651645366,-0.404336905509903,0.0395824107827039,0.0135888472986069,0.940446980843648,-0.564128521153623,0.0684933922221019,-1.24604104325298,0.35551284517661
"134",1,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,11,15,15,10,11,15,15,10,"151+","Public",5,17,"Music Education","K-8","Female","Only Marked ""White""",-0.161079494402063,-0.050118203480064,-0.404336905509903,1.36163493092502,-0.811624788653165,-1.08933842530678,-0.564128521153623,0.0684933922221019,1.65415204696649,0.841162294211325
"135",3,4,2,5,7,5,3,6,4,5,5,5,7,7,3,7,4,6,4,4,7,7,5,4,12,14,18,5,20,21,12,7,"50–100","Public",6,1,"Non-Music Ed","K-8","Male","Only Marked ""White""",1.2547244827108,0.846639651645366,-0.965480367173232,0.370095540818282,-0.605321379665222,-1.34306160107558,0.0901038610175923,-1.26155271255592,2.37920031952136,-1.10143550192753
"136",7,6,4,6,7,7,4,7,3,8,3,7,8,8,3,8,4,5,3,9,5,6,3,7,17,20,21,8,18,22,20,6,"50–100","Public",4,3,"Music Education","K-8","Female","Only Marked ""White""",0.940101376685723,0.996099294166271,0.530902197262312,0.0395824107827039,0.426195665274493,0.179277453537238,0.744336243188807,-0.463525049689106,0.929103774411627,-0.858610777410177
"137",2,8,5,4,6,8,6,7,4,6,3,7,4,4,2,6,6,6,3,7,4,6,3,7,14,18,20,11,14,16,20,5,"Less than 50 students","Public",2,2,"Music Education","High School","Male","Marked at Least One Non-White",0.31085516463556,0.0993414390408411,0.530902197262312,-0.290930719252875,-0.192714561689336,-0.328168898000368,0.526258782465069,0.334502613177706,-0.520992770698108,-0.980023139668856
"138",1,8,8,8,5,5,5,9,6,6,5,8,5,2,1,5,5,5,1,5,5,4,5,5,12,22,22,13,15,11,15,2,"50–100","Public",2,6,"Multiple Reported","High School","Female","Only Marked ""White""",0.4681667176481,-0.647956773563684,-0.404336905509903,-1.28247010935961,-0.605321379665222,0.686723805074844,0.962413703912546,0.866521055088914,-0.520992770698108,-0.494373690634141
"139",8,8,7,8,8,9,7,9,7,9,2,5,5,6,3,7,6,7,3,7,7,9,1,6,24,25,22,14,19,22,19,6,"100–150","Public",4,16,"Non-Music Ed","High School","Male","Only Marked ""White""",1.09741292969826,0.996099294166271,0.343854376707869,0.0395824107827039,1.87031952819009,1.44789333238125,0.962413703912546,1.13253027604452,0.929103774411627,0.719749931952647
"140",5,8,5,4,1,7,6,1,5,8,1,1,1,3,1,3,7,3,1,7,1,3,8,6,17,20,3,11,5,9,20,2,"100–150","Public",4,26,"Music Education","High School","Female","Only Marked ""White""",-1.10494881247731,-0.946876058605494,0.530902197262312,-1.28247010935961,0.426195665274493,0.179277453537238,-3.18105804983848,0.334502613177706,0.929103774411627,1.93387355453943
"141",5,8,6,9,1,7,7,7,6,9,7,1,9,9,5,9,1,7,7,7,8,9,7,1,18,26,9,13,24,27,9,12,"Less than 50 students","Public",2,3,"Music Education","K-8","Female","Only Marked ""White""",1.88397069476097,1.7433975067708,-1.52662382883656,2.02266119099617,0.632499074262435,1.70161650815006,-1.87259328549605,0.866521055088914,-0.520992770698108,-0.858610777410177
"142",5,4,4,6,8,5,3,6,5,9,3,7,5,1,4,1,5,1,1,8,1,2,5,6,15,19,21,7,7,4,19,5,"Less than 50 students","Private",2,3,"Multiple Reported","More Than One Level","Female","Only Marked ""White""",-0.790325706452226,-1.69417427121002,0.343854376707869,-0.290930719252875,0.0135888472986069,-0.0744457222315651,0.744336243188807,-0.72953427064471,-0.520992770698108,-0.858610777410177
"143",8,5,6,8,7,8,6,7,8,9,8,2,2,4,2,3,7,2,2,9,1,6,3,5,24,22,16,12,5,13,21,4,"50–100","Public",5,1,"Music Education","K-8","Male","Only Marked ""White""",-1.10494881247731,-0.349037488521874,0.717950017816754,-0.621443849288453,1.87031952819009,0.686723805074844,-0.346051060429884,0.60051183413331,1.65415204696649,-1.10143550192753
"144",5,5,3,6,3,4,6,5,6,7,3,5,2,3,2,3,5,2,3,5,2,5,5,5,15,18,13,9,6,11,15,5,"Less than 50 students","Public",1,13,"Multiple Reported","K-8","Female","Only Marked ""White""",-0.947637259464767,-0.647956773563684,-0.404336905509903,-0.290930719252875,0.0135888472986069,-0.328168898000368,-1.0002834426011,-0.197515828733502,-1.24604104325298,0.35551284517661
"145",1,6,3,7,9,5,2,9,4,8,1,9,1,4,1,2,9,1,1,9,2,7,2,9,10,21,27,5,4,13,27,2,"151+","Public",5,21,"Multiple Reported","More Than One Level","Female","Only Marked ""White""",-1.26226036548985,-0.349037488521874,1.84023694114341,-1.28247010935961,-1.01792819764111,0.433000629306041,2.05280100753124,-1.26155271255592,1.65415204696649,1.32681174324604
"146",3,7,2,5,7,4,7,7,5,5,2,7,2,2,2,4,7,5,3,8,7,7,3,3,12,17,21,9,14,13,18,5,"50–100","Private",2,1,"Music Education","University/4-Yr","Male","Only Marked ""White""",0.31085516463556,-0.349037488521874,0.156806556153426,-0.290930719252875,-0.605321379665222,-0.581892073769172,0.744336243188807,-0.197515828733502,-0.520992770698108,-1.10143550192753
"147",2,7,3,2,8,2,8,5,2,8,5,5,1,1,1,1,9,3,1,9,1,5,1,9,6,17,18,11,5,7,27,2,"100–150","Private",2,17,"Music Education","More Than One Level","Female","Only Marked ""White""",-1.10494881247731,-1.2457953436473,1.84023694114341,-1.28247010935961,-1.84314183359288,-0.581892073769172,0.0901038610175923,0.334502613177706,-0.520992770698108,0.841162294211325
"148",6,7,3,6,6,7,4,6,4,6,3,6,4,4,7,4,7,3,7,7,4,4,4,4,17,19,18,7,11,12,18,14,"Less than 50 students","Public",1,20,"Multiple Reported","More Than One Level","Male","Only Marked ""White""",-0.161079494402063,-0.498497131042779,0.156806556153426,2.68368745106733,0.426195665274493,-0.0744457222315651,0.0901038610175923,-0.72953427064471,-1.24604104325298,1.20539938098736
"149",7,7,4,7,7,3,9,3,4,7,4,7,3,4,4,6,6,5,3,7,5,3,4,6,14,21,17,13,13,13,19,7,"50–100","Public",2,1,"Multiple Reported","High School","Male","Only Marked ""White""",0.153543611623019,-0.349037488521874,0.343854376707869,0.370095540818282,-0.192714561689336,0.433000629306041,-0.127973599706146,0.866521055088914,-0.520992770698108,-1.10143550192753
"150",5,6,3,4,7,3,2,6,3,6,4,6,3,7,2,6,2,7,3,3,5,8,3,4,11,16,19,5,15,21,9,5,"151+","Private",1,24,"Non-Music Ed","More Than One Level","Male","Only Marked ""White""",0.4681667176481,0.846639651645366,-1.52662382883656,-0.290930719252875,-0.811624788653165,-0.835615249537975,0.308181321741331,-1.26155271255592,-1.24604104325298,1.69104883002208
"151",8,9,5,5,1,9,7,1,7,9,5,5,9,9,5,7,5,9,7,5,9,9,5,5,24,23,7,12,27,25,15,12,"50–100","Public",4,13,"Music Education","More Than One Level","Male","Only Marked ""White""",2.35590535379859,1.44447822172899,-0.404336905509903,2.02266119099617,1.87031952819009,0.940446980843648,-2.30874820694353,0.60051183413331,0.929103774411627,0.35551284517661
"152",3,6,1,7,7,5,4,8,5,8,1,7,1,1,2,1,1,1,1,6,2,7,5,2,13,21,22,5,4,9,9,3,"151+","Public",6,4,"Multiple Reported","K-8","Female","Only Marked ""White""",-1.26226036548985,-0.946876058605494,-1.52662382883656,-0.951956979324031,-0.399017970677279,0.433000629306041,0.962413703912546,-1.26155271255592,2.37920031952136,-0.737198415151499
"153",6,4,7,8,5,4,8,3,6,7,2,6,3,5,2,7,6,3,7,7,3,6,3,7,16,19,14,15,9,18,20,9,"151+","Public",4,6,"Music Education","More Than One Level","Male","Only Marked ""White""",-0.475702600427144,0.398260724082651,0.530902197262312,1.03112180088944,0.21989225628655,-0.0744457222315651,-0.782205981877361,1.39853949700012,0.929103774411627,-0.494373690634141
"154",4,3,6,5,5,5,3,3,4,5,4,4,9,9,1,9,3,6,5,4,8,9,1,5,13,13,12,9,23,27,12,6,"Less than 50 students","Public",3,4,"Multiple Reported","More Than One Level","Female","Only Marked ""White""",1.72665914174843,1.7433975067708,-0.965480367173232,0.0395824107827039,-0.399017970677279,-1.59678477684438,-1.21836090332484,-0.197515828733502,0.204055501856759,-0.737198415151499
"155",7,8,5,5,7,5,6,9,8,9,7,9,1,1,1,1,1,1,2,1,1,1,9,9,20,22,25,11,3,3,11,3,"151+","Public",2,7,"Multiple Reported","More Than One Level","Female","Only Marked ""White""",-1.41957191850239,-1.84363391373092,-1.15252818772768,-0.951956979324031,1.04510589223832,0.686723805074844,1.61664608608376,0.334502613177706,-0.520992770698108,-0.372961328375462
"156",3,7,3,6,5,3,6,6,2,8,5,5,7,7,1,7,3,2,1,3,4,6,3,5,8,21,16,9,13,20,11,2,"Less than 50 students","Public",1,18,"Music Education","K-8","Male","Only Marked ""White""",0.153543611623019,0.697180009124461,-1.15252818772768,-1.28247010935961,-1.43053501561699,0.433000629306041,-0.346051060429884,-0.197515828733502,-1.24604104325298,0.962574656470004
"157",4,5,5,6,7,5,6,6,4,5,4,4,5,5,4,4,6,5,4,6,5,6,4,5,13,16,17,11,15,15,17,8,"100–150","Public",2,13,"Music Education","High School","Female","Marked at Least One Non-White",0.4681667176481,-0.050118203480064,-0.0302412644010174,0.700608670853861,-0.399017970677279,-0.835615249537975,-0.127973599706146,0.334502613177706,-0.520992770698108,0.35551284517661
"158",5,5,8,8,5,6,7,5,6,7,5,5,8,8,2,9,3,7,2,6,8,8,5,3,17,20,15,15,23,25,12,4,"50–100","Public",2,15,"Multiple Reported","K-8","Female","Only Marked ""White""",1.72665914174843,1.44447822172899,-0.965480367173232,-0.621443849288453,0.426195665274493,0.179277453537238,-0.564128521153623,1.39853949700012,-0.520992770698108,0.598337569693968
"159",1,8,8,8,6,8,8,6,7,8,4,6,1,1,5,5,9,2,5,9,1,2,1,9,16,24,18,16,4,8,27,10,"Less than 50 students","Public",3,13,"Music Education","More Than One Level","Male","Only Marked ""White""",-1.26226036548985,-1.0963357011264,1.84023694114341,1.36163493092502,0.21989225628655,1.19417015661245,0.0901038610175923,1.66454871795573,0.204055501856759,0.35551284517661
"160",7,8,3,7,2,7,8,9,4,7,5,8,2,3,2,2,6,3,2,7,2,6,3,7,18,22,19,11,7,11,20,4,"50–100","Private",4,2,"Non-Music Ed","More Than One Level","Female","Only Marked ""White""",-0.790325706452226,-0.647956773563684,0.530902197262312,-0.621443849288453,0.632499074262435,0.686723805074844,0.308181321741331,0.334502613177706,0.929103774411627,-0.980023139668856
"161",5,8,7,7,3,8,8,7,5,8,3,5,7,7,3,5,3,5,2,5,7,8,5,5,18,23,15,15,19,20,13,5,"50–100","Public",3,23,"Multiple Reported","High School","Male","Only Marked ""White""",1.09741292969826,0.697180009124461,-0.778432546618789,-0.290930719252875,0.632499074262435,0.940446980843648,-0.564128521153623,1.39853949700012,0.204055501856759,1.5696364677634
"162",5,7,2,7,7,7,5,8,7,9,2,7,7,7,3,7,7,7,5,7,7,7,3,7,19,23,22,7,21,21,21,8,"Less than 50 students","Public",1,2,"Music Education","Community/2-Yr College","Male","Only Marked ""White""",1.41203603572335,0.846639651645366,0.717950017816754,0.700608670853861,0.838802483250378,0.940446980843648,0.962413703912546,-0.72953427064471,-1.24604104325298,-0.980023139668856
"163",5,7,8,4,1,4,3,6,4,8,4,1,8,8,4,6,8,4,3,7,6,8,3,4,13,19,8,11,18,22,19,7,"151+","Public",4,15,"Multiple Reported","K-8","Female","Only Marked ""White""",0.940101376685723,0.996099294166271,0.343854376707869,0.370095540818282,-0.399017970677279,-0.0744457222315651,-2.09067074621979,0.334502613177706,0.929103774411627,0.598337569693968
"164",3,4,2,2,7,5,4,9,3,8,2,8,5,6,1,8,5,5,2,5,2,9,4,7,11,14,24,6,12,23,17,3,"50–100","Public",5,13,"Non-Music Ed","High School","Female","Only Marked ""White""",-0.0037679413895219,1.14555893668718,-0.0302412644010174,-0.951956979324031,-0.811624788653165,-1.34306160107558,1.39856862536002,-0.995543491600314,1.65415204696649,0.35551284517661
"165",1,7,1,7,5,3,1,9,4,9,1,7,5,9,1,9,5,5,1,9,7,9,1,5,8,23,21,2,17,27,19,2,"50–100","Public",4,17,"Music Education","High School","Female","Only Marked ""White""",0.782789823673182,1.7433975067708,0.343854376707869,-1.28247010935961,-1.43053501561699,0.940446980843648,0.744336243188807,-2.05958037542273,0.929103774411627,0.841162294211325
"166",8,6,3,6,2,9,9,9,9,9,9,8,5,5,3,5,8,3,3,8,3,7,4,6,26,21,19,12,11,17,22,6,"50–100","Public",3,24,"Multiple Reported","High School","Female","",-0.161079494402063,0.248801081561746,0.904997838371198,0.0395824107827039,2.28292634616598,0.433000629306041,0.308181321741331,0.60051183413331,0.204055501856759,1.69104883002208
"167",8,8,5,7,7,8,6,7,5,9,1,8,7,4,1,7,7,7,2,8,3,9,1,9,21,24,22,11,17,20,24,3,"Less than 50 students","Public",5,8,"Music Education","More Than One Level","Female","Only Marked ""White""",0.782789823673182,0.697180009124461,1.27909347948008,-0.951956979324031,1.25140930122626,1.19417015661245,0.962413703912546,0.334502613177706,1.65415204696649,-0.251548966116783
